"Rank","Gene_Symbol","Gene_Name","Gene_Type","Relevance_Score","Knowledge_Score","Species","TaxID","Source_Database","Disease","MeSH_ID","Query_Term","Query_Mode","Query_Scope","GeneCards_Version","Analysis_Set","Selection_Criterion","PPI_Eligible","Evidence_Interpretation","HGNC_Mapping_Status","UniProt_Accession","Source_URL"
"59","MPO","Myeloperoxidase","Protein Coding","3.9671128","93","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"60","CCL2","C-C Motif Chemokine Ligand 2","Protein Coding","3.881479","87","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"61","MALAT1","Metastasis Associated Lung Adenocarcinoma Transcript 1","RNA Gene","3.8385174","60","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"62","CAV1","Caveolin 1","Protein Coding","3.7809563","97","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"63","IL1RL1","Interleukin 1 Receptor Like 1","Protein Coding","3.7259526","87","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"64","MIRLET7C","MicroRNA Let-7c","RNA Gene","3.691238","62","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"65","NAMPT","Nicotinamide Phosphoribosyltransferase","Protein Coding","3.6847396","88","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"66","IL10","Interleukin 10","Protein Coding","3.618697","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"67","CXCL12","C-X-C Motif Chemokine Ligand 12","Protein Coding","3.618697","92","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"68","ADIPOQ","Adiponectin, C1Q And Collagen Domain Containing","Protein Coding","3.618697","85","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"69","ACE2","Angiotensin Converting Enzyme 2","Protein Coding","3.5613837","89","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"70","GDF15","Growth Differentiation Factor 15","Protein Coding","3.523361","76","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"71","MBL2","Mannose Binding Lectin 2","Protein Coding","3.4166965","93","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"72","IL33","Interleukin 33","Protein Coding","3.4166965","84","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"73","CPB2","Carboxypeptidase B2","Protein Coding","3.3885136","82","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"74","RBP4","Retinol Binding Protein 4","Protein Coding","3.357602","95","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"75","MIR146A","MicroRNA 146a","RNA Gene","3.357602","66","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"76","ACE","Angiotensin I Converting Enzyme","Protein Coding","3.3120809","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"77","IGF1","Insulin Like Growth Factor 1","Protein Coding","3.3120809","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"78","TNF","Tumor Necrosis Factor","Protein Coding","3.3012965","91","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"79","ENG","Endoglin","Protein Coding","3.2974052","98","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"80","KDR","Kinase Insert Domain Receptor","Protein Coding","3.2933404","99","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"81","TREM2","Triggering Receptor Expressed On Myeloid Cells 2","Protein Coding","3.2933404","89","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"82","HR","HR Lysine Demethylase And Nuclear Receptor Corepressor","Protein Coding","3.2676756","83","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"83","OLR1","Oxidized Low Density Lipoprotein Receptor 1","Protein Coding","3.2676756","80","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"84","MIR125B1","MicroRNA 125b-1","RNA Gene","3.2222602","67","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"85","MIR143","MicroRNA 143","RNA Gene","3.2222602","67","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"86","MIR125B2","MicroRNA 125b-2","RNA Gene","3.2222602","56","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"87","SAA1","Serum Amyloid A1","Protein Coding","3.2212017","79","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"88","RETN","Resistin","Protein Coding","3.1723397","69","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"89","TRA-TGC7-1","TRNA-Ala (Anticodon TGC) 7-1","RNA Gene","3.142108","50","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"90","ABCB1","ATP Binding Cassette Subfamily B Member 1","Protein Coding","3.120679","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"91","ABCC8","ATP Binding Cassette Subfamily C Member 8","Protein Coding","3.0830133","99","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"92","C3","Complement C3","Protein Coding","3.0656753","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"93","CXCR4","C-X-C Motif Chemokine Receptor 4","Protein Coding","3.0656753","100","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"94","MIR195","MicroRNA 195","RNA Gene","3.0656753","65","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"95","TNNI3","Troponin I3, Cardiac Type","Protein Coding","3.0065806","92","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"96","MBP","Myelin Basic Protein","Protein Coding","3.0065806","86","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","TRUE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
"97","MIRLET7I","MicroRNA Let-7i","RNA Gene","3.0065806","61","Homo sapiens","9606","GeneCards","Acute ischemic stroke","D000083242","""acute ischemic stroke""","Exact phrase","All indexed GeneCards fields","6.1 Build 2026-07-07","Main_ge3_all_gene_types","Raw Relevance Score >=3; all GeneCards gene types retained","FALSE","Query-dependent text relevance; not probability, confidence, or causal evidence","Pending_global_ID_normalization","","https://www.genecards.org/search/results?q=%22acute+ischemic+stroke%22"
