assocID,Disease,Disease_CUI,Gene_Symbol,Entrez_Gene_ID,Ensembl_Gene_ID,Gene_Description,Gene_Type,Raw_GDA_Score,Normalized_Score,N_PMIDs,First_Ref_Year,Last_Ref_Year,EI,DSI,DPI,Evidence_Origin,Has_Human_TextMining,Has_Model_TextMining,Broad_Ischemic_Stroke_Present,Broad_Raw_GDA_Score,Broad_N_PMIDs,Evidence_Tier,Protein_Coding_for_STRING,Human_Literature_Extended_Eligible,Conservative_EI_Eligible,Recommended_Use,Association_Role,Caution,Score_Breakdown
406947_C5392833,Acute Ischemic Stroke,C5392833,MIR155,406947,ENSG00000283904,microRNA 155,ncRNA,0.25,0.1612903225806451,4,2021,2026,1,0.4,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,5,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=4; weight=0.2"
494336_C5392833,Acute Ischemic Stroke,C5392833,MIR424,494336,ENSG00000284231,microRNA 424,ncRNA,0.25,0.1612903225806451,3,2013,2024,1,0.54,0.75,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=3; weight=0.2"
60674_C5392833,Acute Ischemic Stroke,C5392833,GAS5,60674,ENSG00000234741,growth arrest specific 5,ncRNA,0.25,0.1612903225806451,2,2022,2025,1,0.48,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,10,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
378938_C5392833,Acute Ischemic Stroke,C5392833,MALAT1,378938,ENSG00000251562,metastasis associated lung adenocarcinoma transcript 1,ncRNA,0.25,0.1612903225806451,2,2020,2025,1,0.43,0.88,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,13,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
406906_C5392833,Acute Ischemic Stroke,C5392833,MIR122,406906,ENSG00000284440,microRNA 122,ncRNA,0.25,0.1612903225806451,2,2014,2021,1,0.48,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.25,6,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
574452_C5392833,Acute Ischemic Stroke,C5392833,MIR494,574452,ENSG00000194717,microRNA 494,ncRNA,0.25,0.1612903225806451,2,2020,2025,1,0.53,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.35,3,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
5820_C5392833,Acute Ischemic Stroke,C5392833,PVT1,5820,ENSG00000249859,Pvt1 oncogene,ncRNA,0.25,0.1612903225806451,2,2020,2022,1,0.47,0.83,Human_and_model_text_mining,TRUE,TRUE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,"Total: 0.25 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_HUMAN,TEXTMINING_MODELS; publications=2; weight=0.2"
406909_C5392833,Acute Ischemic Stroke,C5392833,MIR124-3,406909,ENSG00000207598,microRNA 124-3,ncRNA,0.2,0.1290322580645161,4,2015,2025,1,0.46,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.25,7,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=4; weight=0.2
406938_C5392833,Acute Ischemic Stroke,C5392833,MIR146A,406938,ENSG00000283733,microRNA 146a,ncRNA,0.2,0.1290322580645161,4,2015,2020,1,0.4,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.35,15,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=4; weight=0.2
406961_C5392833,Acute Ischemic Stroke,C5392833,MIR185,406961,ENSG00000208023,microRNA 185,ncRNA,0.2,0.1290322580645161,4,2015,2022,1,0.55,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=4; weight=0.2
442904_C5392833,Acute Ischemic Stroke,C5392833,MIR335,442904,ENSG00000199043,microRNA 335,ncRNA,0.2,0.1290322580645161,3,2016,2024,1,0.52,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=3; weight=0.2
406891_C5392833,Acute Ischemic Stroke,C5392833,MIRLET7I,406891,ENSG00000199179,microRNA let-7i,ncRNA,0.2,0.1290322580645161,3,2014,2017,1,0.6,0.83,Human_text_mining_only,TRUE,FALSE,FALSE,,,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=3; weight=0.2
255082_C5392833,Acute Ischemic Stroke,C5392833,CASC2,255082,ENSG00000177640,cancer susceptibility 2,ncRNA,0.2,0.1290322580645161,2,2023,2025,1,0.56,0.79,Human_text_mining_only,TRUE,FALSE,FALSE,,,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
406910_C5392833,Acute Ischemic Stroke,C5392833,MIR125A,406910,ENSG00000208008,microRNA 125a,ncRNA,0.2,0.1290322580645161,2,2020,2026,1,0.49,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.1,1,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
406913_C5392833,Acute Ischemic Stroke,C5392833,MIR126,406913,ENSG00000199161,microRNA 126,ncRNA,0.2,0.1290322580645161,2,2017,2018,1,0.45,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.25,5,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
406919_C5392833,Acute Ischemic Stroke,C5392833,MIR130A,406919,ENSG00000208009,microRNA 130a,ncRNA,0.2,0.1290322580645161,2,2017,2018,1,0.51,0.83,Human_text_mining_only,TRUE,FALSE,TRUE,0.1,1,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
406989_C5392833,Acute Ischemic Stroke,C5392833,MIR206,406989,ENSG00000207604,microRNA 206,ncRNA,0.2,0.1290322580645161,2,2017,2022,1,0.49,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.2,2,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
407001_C5392833,Acute Ischemic Stroke,C5392833,MIR218-2,407001,ENSG00000207739,microRNA 218-2,ncRNA,0.2,0.1290322580645161,2,2017,2018,1,0.53,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.1,1,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
407007_C5392833,Acute Ischemic Stroke,C5392833,MIR222,407007,ENSG00000207725,microRNA 222,ncRNA,0.2,0.1290322580645161,2,2017,2018,1,0.48,0.83,Human_text_mining_only,TRUE,FALSE,FALSE,,,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
283131_C5392833,Acute Ischemic Stroke,C5392833,NEAT1,283131,ENSG00000245532,nuclear paraspeckle assembly transcript 1,ncRNA,0.2,0.1290322580645161,2,2020,2022,1,0.45,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.2,6,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
104472715_C5392833,Acute Ischemic Stroke,C5392833,SNHG14,104472715,,small nucleolar RNA host gene 14,ncRNA,0.2,0.1290322580645161,2,2023,2025,1,0.57,0.83,Human_text_mining_only,TRUE,FALSE,FALSE,,,Extended_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_audit_only,,Non-protein-coding record; exclude from routine STRING protein PPI.,Total: 0.2 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=2; weight=0.2
407014_C5392833,Acute Ischemic Stroke,C5392833,MIR25,407014,ENSG00000207547,microRNA 25,ncRNA,0.15,0.0967741935483871,1,2022,2022,1,0.53,0.83,Model_text_mining_only,FALSE,TRUE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.15 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_MODELS; publications=1; weight=0.1
407025_C5392833,Acute Ischemic Stroke,C5392833,MIR29B2,407025,ENSG00000284203,microRNA 29b-2,ncRNA,0.15,0.0967741935483871,1,2013,2013,1,0.48,0.88,Model_text_mining_only,FALSE,TRUE,TRUE,0.25,7,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.15 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=TEXTMINING_MODELS; count=1; weight=0.05 | Biobank: none | Literature: sources=TEXTMINING_MODELS; publications=1; weight=0.1
401237_C5392833,Acute Ischemic Stroke,C5392833,CASC15,401237,,cancer susceptibility 15,ncRNA,0.1,0.064516129032258,1,2021,2021,1,0.52,0.79,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
100048912_C5392833,Acute Ischemic Stroke,C5392833,CDKN2B-AS1,100048912,ENSG00000240498,CDKN2B and CDKN2A antisense cis and trans regulatory RNA 1,ncRNA,0.1,0.064516129032258,1,2019,2019,1,0.44,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.4,16,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
1556_C5392833,Acute Ischemic Stroke,C5392833,CYP2B7P,1556,ENSG00000291083,"cytochrome P450 family 2 subfamily B member 7, pseudogene",pseudo,0.1,0.064516129032258,1,2014,2014,1,0.66,0.67,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
100874080_C5392833,Acute Ischemic Stroke,C5392833,FARP1-AS1,100874080,ENSG00000231194,FARP1 antisense RNA 1,ncRNA,0.1,0.064516129032258,1,2024,2024,1,1,0.08,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
57212_C5392833,Acute Ischemic Stroke,C5392833,GFOD3P,57212,ENSG00000293478,"Gfo/Idh/MocA-like oxidoreductase domain containing 3, pseudogene",pseudo,0.1,0.064516129032258,1,2023,2023,1,0.63,0.67,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
283120_C5392833,Acute Ischemic Stroke,C5392833,H19,283120,ENSG00000130600,H19 imprinted maternally expressed transcript,ncRNA,0.1,0.064516129032258,1,2025,2025,1,0.41,0.88,Human_text_mining_only,TRUE,FALSE,TRUE,0.35,15,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
728655_C5392833,Acute Ischemic Stroke,C5392833,HULC,728655,ENSG00000285219,hepatocellular carcinoma up-regulated long non-coding RNA,ncRNA,0.1,0.064516129032258,1,2020,2020,1,0.58,0.79,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
100287569_C5392833,Acute Ischemic Stroke,C5392833,LINC00173,100287569,ENSG00000196668,long intergenic non-protein coding RNA 173,ncRNA,0.1,0.064516129032258,1,2023,2023,1,0.66,0.67,Human_text_mining_only,TRUE,FALSE,FALSE,,,Low_score_nonprotein_audit,FALSE,FALSE,FALSE,Noncoding_low_score_audit_only,,Non-protein-coding and raw GDA score below 0.20; audit only.,Total: 0.1 | Curated: sources=None; count=0; weight=0 | Clinical: sources=None; count=0; weight=0 | Inferred: sources=None; count=0; weight=0 | Models: sources=None; count=0; weight=0 | Biobank: none | Literature: sources=TEXTMINING_HUMAN; publications=1; weight=0.1
